officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude,latitude,longitude
Milupara B.O,496107,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Tamnar S.O,Raigarh H.O,83.45357225,22.0324891,22.0324891,83.45357225
Miriguda B.O,496116,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Dharmajaigarh,Raigarh,CHATTISGARH,NA,Dharmajaigarh S.O,Raigarh H.O,83.1796794,22.421968775,22.421968775,83.1796794
Mitgai B.O,497220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Ramanujganj S.O,Ambikapur H.O,83.57153603200001,23.749082196,23.749082196,83.57153603200001
Moharsop B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pratappur,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Mudagaon B.O,496115,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Rajpur (RIH) S.O,Raigarh H.O,NA,NA,NA,NA
Mudpar B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarnagarh,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Mukdega B.O,496113,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Lailunga S.O,Raigarh H.O,83.51630555,22.36998415,22.36998415,83.51630555
Mumund B.O,496116,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Dharmajaigarh,Raigarh,CHATTISGARH,NA,Dharmajaigarh S.O,Raigarh H.O,83.1796794,22.421968775,22.421968775,83.1796794
Mura B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Musgutri B.O,496224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Bagicha S.O,Raigarh H.O,83.6555563,22.9768562,22.9768562,83.6555563
Nadigaon B.O,496554,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Saria S.O,Raigarh H.O,83.33380585,21.63827965,21.63827965,83.33380585
Nagar B.O,497335,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,NA,Baikunthapur S.O,Ambikapur H.O,82.54227245,23.242552475,23.242552475,82.54227245
Nagoi B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Dharmajaigarh,Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Nagoi B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pratappur,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Nagpur B.O,497442,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Manendragarh,Koriya,CHATTISGARH,NA,Manendragarh S.O,Ambikapur H.O,82.215487425,23.26844835,23.26844835,82.215487425
Naharpali B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Nakbar B.O,496223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Kansabel S.O,Raigarh H.O,83.67034673333333,22.766541366666665,22.766541366666665,83.67034673333333
Nandamali B.O,497001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Ambikapur,Surguja,CHATTISGARH,NA,NA,Ambikapur H.O,83.16133458490566,23.1077110754717,23.1077110754717,83.16133458490566
Nandeli B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Nanhesar B.O,496336,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Jashpurnagar,Jashpur,CHATTISGARH,NA,Sanna S.O,Raigarh H.O,NA,NA,NA,NA
Narayanpur B.O,496225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Kunkuri S.O,Raigarh H.O,83.940498925,22.76838195,22.76838195,83.940498925
Narayanpur B.O,496113,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Lailunga S.O,Raigarh H.O,83.51630555,22.36998415,22.36998415,83.51630555
Narbadapur B.O,497111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sitapur,Surguja,CHATTISGARH,NA,Sitapur S.O,Ambikapur H.O,83.47180013333333,22.840427466666664,22.840427466666664,83.47180013333333
Nariyaradand B.O,496223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Kansabel S.O,Raigarh H.O,83.67034673333333,22.766541366666665,22.766541366666665,83.67034673333333
Narkalo B.O,496116,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Dharmajaigarh,Raigarh,CHATTISGARH,NA,Dharmajaigarh S.O,Raigarh H.O,83.1796794,22.421968775,22.421968775,83.1796794
Narsinghpur B.O,497118,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Rajpur (SIJ) S.O,Ambikapur H.O,83.62439379411764,23.36819352352941,23.36819352352941,83.62439379411764
Naurngpur B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Navrangpur B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Nawanagar B.O,497001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Ambikapur,Surguja,CHATTISGARH,NA,NA,Ambikapur H.O,83.16133458490566,23.1077110754717,23.1077110754717,83.16133458490566
Nawapara B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Dharmajaigarh,Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Nawapara B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Nawapara B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Nawaparadenda B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Gharghoda,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Nawapurakalan B.O,497333,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Ramanujnagar S.O,Ambikapur H.O,82.83580995,22.74638175,22.74638175,82.83580995
Netnagar B.O,496440,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Pussore S.O,Raigarh H.O,83.4192159,21.76526185,21.76526185,83.4192159
Odgi B.O,497231,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Bhaiyathan S.O,Ambikapur H.O,82.81767298333334,23.497621,23.497621,82.81767298333334
Ongana B.O,496116,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Dharmajaigarh,Raigarh,CHATTISGARH,NA,Dharmajaigarh S.O,Raigarh H.O,83.1796794,22.421968775,22.421968775,83.1796794
Padhi B.O,497118,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Rajpur (SIJ) S.O,Ambikapur H.O,83.62439379411764,23.36819352352941,23.36819352352941,83.62439379411764
Padigaon B.O,496440,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Pussore S.O,Raigarh H.O,83.4192159,21.76526185,21.76526185,83.4192159
Padigaon B.O,496107,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Tamnar S.O,Raigarh H.O,83.45357225,22.0324891,22.0324891,83.45357225
Pahanda B.O,496445,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Sarangarh S.O,Raigarh H.O,83.136411675,21.582818725,21.582818725,83.136411675
Paiku B.O,496338,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Jashpurnagar,Jashpur,CHATTISGARH,NA,Gholeng S.O,Raigarh H.O,84.3508685,22.9555469,22.9555469,84.3508685
Pakargaon B.O,496118,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pathalgaon,Jashpur,CHATTISGARH,NA,Pathalgoan S.O,Raigarh H.O,83.44486886666667,22.577270866666666,22.577270866666666,83.44486886666667
Palidih B.O,496118,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pathalgaon,Jashpur,CHATTISGARH,NA,Pathalgoan S.O,Raigarh H.O,83.44486886666667,22.577270866666666,22.577270866666666,83.44486886666667
Pamgarh B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Panchdhar B.O,496554,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Saria S.O,Raigarh H.O,83.33380585,21.63827965,21.63827965,83.33380585
Pandaripani B.O,496242,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Farsabahar S.O,Raigarh H.O,83.849699,22.519733,22.519733,83.849699
Pandaripani B.O,496220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pathalgaon,Jashpur,CHATTISGARH,NA,Ludeg S.O,Raigarh H.O,83.64797515714285,22.54841252857143,22.54841252857143,83.64797515714285
Pandavpara B.O,497331,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,NA,Patna S.O,Ambikapur H.O,82.7345876,23.30465445,23.30465445,82.7345876
Pandrapath B.O,496336,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Jashpur,CHATTISGARH,NA,Sanna S.O,Raigarh H.O,NA,NA,NA,NA
Pangsuwa B.O,496220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Jashpurnagar,Jashpur,CHATTISGARH,NA,Ludeg S.O,Raigarh H.O,83.64797515714285,22.54841252857143,22.54841252857143,83.64797515714285
Paraskol B.O,496445,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Sarangarh S.O,Raigarh H.O,83.136411675,21.582818725,21.582818725,83.136411675
Parsa B.O,497001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Ambikapur,Surguja,CHATTISGARH,NA,NA,Ambikapur H.O,83.16133458490566,23.1077110754717,23.1077110754717,83.16133458490566
Parsagudi B.O,497118,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Rajpur (SIJ) S.O,Ambikapur H.O,83.62439379411764,23.36819352352941,23.36819352352941,83.62439379411764
Parshurampur B.O,497333,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Ramanujnagar S.O,Ambikapur H.O,82.83580995,22.74638175,22.74638175,82.83580995
Paseed B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Pasia B.O,496224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Bagicha S.O,Raigarh H.O,83.6555563,22.9768562,22.9768562,83.6555563
Pasupatipur B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pratappur,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Patelpali B.O,496100,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kondatarai S.O,Raigarh H.O,83.32370775,21.7868661,21.7868661,83.32370775
Pathalgoan S.O,496118,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Pathalgoan,Jashpur,CHATTISGARH,07765-233629,NA,Raigarh H.O,83.44486886666667,22.577270866666666,22.577270866666666,83.44486886666667
Patna S.O,497331,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,07836-265606,NA,Ambikapur H.O,82.7345876,23.30465445,23.30465445,82.7345876
Patnakot B.O,497229,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Surajpur S.O,Ambikapur H.O,82.89004951111112,23.236818855555555,23.236818855555555,82.89004951111112
Patora B.O,497101,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sitapur,Surguja,CHATTISGARH,NA,Batouli S.O,Ambikapur H.O,83.4042239,23.04036182857143,23.04036182857143,83.4042239
Patrapali B.O,497333,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Ramanujnagar S.O,Ambikapur H.O,82.83580995,22.74638175,22.74638175,82.83580995
Patrapali B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Patrapali B.O,497335,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,NA,Baikunthapur S.O,Ambikapur H.O,82.54227245,23.242552475,23.242552475,82.54227245
Patrapali B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Patratoli B.O,496338,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Jashpurnagar,Jashpur,CHATTISGARH,NA,Gholeng S.O,Raigarh H.O,84.3508685,22.9555469,22.9555469,84.3508685
Patratoli B.O,496334,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Duldula S.O,Raigarh H.O,84.105537,22.711876,22.711876,84.105537
Pendri B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Pendri B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pratappur,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Peni B.O,497114,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Pratapgarh S.O,Ambikapur H.O,NA,NA,NA,NA
Petla B.O,497111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sitapur,Surguja,CHATTISGARH,NA,Sitapur S.O,Ambikapur H.O,83.47180013333333,22.840427466666664,22.840427466666664,83.47180013333333
Pilkhi B.O,496338,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Jashpurnagar,Jashpur,CHATTISGARH,NA,Gholeng S.O,Raigarh H.O,84.3508685,22.9555469,22.9555469,84.3508685
Piprahi B.O,496113,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Lailunga S.O,Raigarh H.O,83.51630555,22.36998415,22.36998415,83.51630555
Pirai B.O,496224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Bagicha S.O,Raigarh H.O,83.6555563,22.9768562,22.9768562,83.6555563
Pithama B.O,496113,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigrh,Raigarh,CHATTISGARH,NA,Lailunga S.O,Raigarh H.O,83.51630555,22.36998415,22.36998415,83.51630555
Poksari B.O,497101,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sitapur,Surguja,CHATTISGARH,NA,Batouli S.O,Ambikapur H.O,83.4042239,23.04036182857143,23.04036182857143,83.4042239
Pondi B.O,497449,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Manendragarh,Koriya,CHATTISGARH,NA,Chirimiri Colly S.O,Ambikapur H.O,82.38191966000001,23.10979188,23.10979188,82.38191966000001
Pongro B.O,496223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Kansabel S.O,Raigarh H.O,83.67034673333333,22.766541366666665,22.766541366666665,83.67034673333333
Porda B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Portenga B.O,496338,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Jashpurnagar,Jashpur,CHATTISGARH,NA,Gholeng S.O,Raigarh H.O,84.3508685,22.9555469,22.9555469,84.3508685
Pratapgarh S.O,497114,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Ambikapur,Surguja,CHATTISGARH,07834-285521,NA,Ambikapur H.O,NA,NA,NA,NA
Pratappur S.O (Surguja),497223,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Pratappur,Surguja,CHATTISGARH,07777-271230,NA,Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Premnagar B.O,497333,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Ramanujnagar S.O,Ambikapur H.O,82.83580995,22.74638175,22.74638175,82.83580995
Punjipathra S.O,496109,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Gharghoda,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,NA,NA,NA,NA
Purainbandha B.O,496227,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Tapkara S.O,Raigarh H.O,83.951439,22.5524598,22.5524598,83.951439
Purena B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Pusalda B.O,496100,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kondatarai S.O,Raigarh H.O,83.32370775,21.7868661,21.7868661,83.32370775
Pusalda B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Pussore S.O,496440,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,07762-263830,NA,Raigarh H.O,83.4192159,21.76526185,21.76526185,83.4192159
Putkapuri B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Rabo B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Raghavpuri B.O,497001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Ambikapur,Surguja,CHATTISGARH,NA,NA,Ambikapur H.O,83.16133458490566,23.1077110754717,23.1077110754717,83.16133458490566
Raghunathnagar B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pratappur,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Raghunathpur B.O,497101,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sitapur,Surguja,CHATTISGARH,NA,Batouli S.O,Ambikapur H.O,83.4042239,23.04036182857143,23.04036182857143,83.4042239
Raigarh H.O,496001,H.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,07762-223026,NA,NA,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Raigarh Jute Mill S.O,496001,S.O,Non-Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,07762-223058,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Raigarh Sadar Bazar S.O,496001,S.O,Non-Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,07762-223141,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Raikera B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Raikera B.O,496224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Bagicha S.O,Raigarh H.O,83.6555563,22.9768562,22.9768562,83.6555563
Raikera B.O,496225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Kunkuri S.O,Raigarh H.O,83.940498925,22.76838195,22.76838195,83.940498925
Raimer B.O,496118,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pathalgaon,Jashpur,CHATTISGARH,NA,Pathalgoan S.O,Raigarh H.O,83.44486886666667,22.577270866666666,22.577270866666666,83.44486886666667
Rajkot B.O,496115,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Rajpur (RIH) S.O,Raigarh H.O,NA,NA,NA,NA
Rajouli B.O,497339,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,NA,Churcha Colly S.O,Ambikapur H.O,82.4900182,23.43035935,23.43035935,82.4900182
Rajpur (RIH) S.O,496115,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,07767-271219,NA,Raigarh H.O,NA,NA,NA,NA
Rajpur (SIJ) S.O,497118,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Ambikapur,Surguja,CHATTISGARH,07832-272500,NA,Ambikapur H.O,83.62439379411764,23.36819352352941,23.36819352352941,83.62439379411764
Ramanujganj S.O,497220,S.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,07779-276531,NA,Ambikapur H.O,83.57153603200001,23.749082196,23.749082196,83.57153603200001
Ramanujnagar S.O,497333,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,07775-233756,NA,Ambikapur H.O,82.83580995,22.74638175,22.74638175,82.83580995
Ramchandranagar B.O,497220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Ramanujganj S.O,Ambikapur H.O,83.57153603200001,23.749082196,23.749082196,83.57153603200001
Ramgarh B.O,497778,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Janakpur,Koriya,CHATTISGARH,NA,Janakpur S.O,Ambikapur H.O,81.995850875,23.672312025,23.672312025,81.995850875
Ramkola B.O,497223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Pratappur S.O (Surguja),Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Ramnagar B.O,497226,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Bishrampur S.O (Surguja),Ambikapur H.O,82.97503915,23.15452,23.15452,82.97503915
Ranai B.O,497331,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,NA,Patna S.O,Ambikapur H.O,82.7345876,23.30465445,23.30465445,82.7345876
Ranhat B.O,497223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Pratappur S.O (Surguja),Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Ranpur B.O,496225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Kunkuri S.O,Raigarh H.O,83.940498925,22.76838195,22.76838195,83.940498925
Rapagula B.O,496445,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Sarangarh S.O,Raigarh H.O,83.136411675,21.582818725,21.582818725,83.136411675
Rauni B.O,496224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Bagicha S.O,Raigarh H.O,83.6555563,22.9768562,22.9768562,83.6555563
Reda B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Rehda B.O,497224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kusmi,Surguja,CHATTISGARH,NA,Kusmi S.O,Ambikapur H.O,83.95143612142857,23.27826827142857,23.27826827142857,83.95143612142857
Relo B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Udaipur (Dharamjaigarh),Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Rengalpali B.O,496440,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Pussore S.O,Raigarh H.O,83.4192159,21.76526185,21.76526185,83.4192159
Rengle B.O,496224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Bagicha S.O,Raigarh H.O,83.6555563,22.9768562,22.9768562,83.6555563
Rewti B.O,497223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Pratappur S.O (Surguja),Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Rissora B.O,496554,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Saria S.O,Raigarh H.O,83.33380585,21.63827965,21.63827965,83.33380585
Robrertson B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
