officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Semon B.O,795143,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Thanlon S.O,Imphal H.O,NA,NA
Senapati S.O,795106,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,03878-222227,NA,Imphal H.O,NA,NA
Serou B.O,795101,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Sugnu S.O,Imphal H.O,NA,NA
Shahumphai B.O,795101,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Sugnu S.O,Imphal H.O,NA,NA
Shongshak B.O,795145,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Litan S.O,Imphal H.O,NA,NA
Siabu B.O,795139,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Singhat S.O,Imphal H.O,NA,NA
Sibilong B.O,795147,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Nungba S.O,Imphal H.O,NA,NA
Sielmet B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O,NA,NA
Singhat S.O,795139,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,0385-2450652,NA,Imphal H.O,NA,NA
Singjamei S.O,795008,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,0385-2450068,NA,Imphal H.O,NA,NA
Singjawl B.O,795143,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Thanlon S.O,Imphal H.O,NA,NA
Siraffi B.O,795104,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Tadubi S.O,Imphal H.O,NA,NA
Sirarakhong B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O,NA,NA
Siroi B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O,NA,NA
Sita B.O,795135,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Pallel S.O,Imphal H.O,NA,NA
Siyamongjam B.O,795145,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Litan S.O,Imphal H.O,NA,NA
Soibam Leikai B.O,795001,B.O,Non-Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,D.M College S.O,Imphal H.O,NA,NA
Soichang B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O,NA,NA
Somdal S.O,795144,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,0385-2450652,NA,Imphal H.O,NA,NA
Sonapur B.O,795116,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Jiribam Bazar S.O,Imphal H.O,NA,NA
Songdoh B.O,795139,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Singhat S.O,Imphal H.O,NA,NA
Songjang B.O,795135,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Pallel S.O,Imphal H.O,NA,NA
Songpram B.O,795141,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamenglong S.O,Imphal H.O,NA,NA
Songtal B.O,795139,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Singhat S.O,Imphal H.O,NA,NA
Sora B.O,795103,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Kakching S.O,Imphal H.O,NA,NA
Sorang Phung B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O,NA,NA
Sorde B.O,795145,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Litan S.O,Imphal H.O,NA,NA
South Kotlein B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O,NA,NA
Suangpuimun B.O,795116,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Jiribam Bazar S.O,Imphal H.O,NA,NA
